"category","subcategory","ID","Description","GeneRatio","BgRatio","RichFactor","FoldEnrichment","zScore","pvalue","p.adjust","qvalue","geneID","Count"
"Metabolism","Lipid metabolism","ath00561","Glycerolipid metabolism","21/790","71/6356",0.295774647887324,2.37967552148333,4.40405987194761,9.07255090078037e-05,0.00112994497582446,0.00112994497582446,"AT3G48000/AT1G44170/AT5G07920/AT5G13640/AT1G80460/AT1G73480/AT4G30580/AT2G20900/AT5G63770/AT1G02390/AT5G04040/AT5G08370/AT4G36250/AT1G75020/AT3G51520/AT5G01220/AT2G19450/AT5G42870/AT1G54100/AT1G23800/AT1G15080",21
"Metabolism","Carbohydrate metabolism","ath00562","Inositol phosphate metabolism","23/790","83/6356",0.27710843373494,2.22949519597377,4.24744692421354,0.000129204370127081,0.00147508322561751,0.00147508322561751,"AT3G02870/AT5G58700/AT3G51830/AT1G07230/AT2G19800/AT2G40116/AT1G71010/AT5G58730/AT5G64070/AT2G41210/AT1G14520/AT2G14170/AT3G03530/AT3G14270/AT1G22100/AT3G19420/AT3G08510/AT1G49340/AT1G34260/AT4G18010/AT1G60890/AT5G15070/AT5G16760",23
"Environmental Information Processing","Signal transduction","ath04070","Phosphatidylinositol signaling system","21/790","79/6356",0.265822784810127,2.13869572183945,3.83658559982706,0.0004669058050003,0.00492046886808009,0.00492046886808009,"AT3G02870/AT5G58700/AT5G07920/AT3G51830/AT2G40116/AT1G71010/AT3G43810/AT5G64070/AT2G41210/AT2G20900/AT5G63770/AT3G14270/AT1G22100/AT3G19420/AT3G08510/AT1G49340/AT1G34260/AT5G37780/AT1G60890/AT5G15070/AT5G16760",21
"Metabolism","Carbohydrate metabolism","ath00010","Glycolysis / Gluconeogenesis","28/790","119/6356",0.235294117647059,1.89307520476545,3.7048733180464,0.000525407075946848,0.00514148352890844,0.00514148352890844,"AT3G52990/AT3G48000/AT1G44170/AT1G22430/AT2G36580/AT5G43940/AT1G77120/AT1G32780/AT5G15140/AT5G54960/AT1G74030/AT5G42250/AT1G43670/AT2G36460/AT5G57330/AT4G36250/AT5G42740/AT4G26270/AT1G22170/AT3G01590/AT4G37870/AT5G65690/AT1G54100/AT1G47840/AT3G17940/AT1G23800/AT1G50460/AT4G17260",28
"Metabolism","Amino acid metabolism","ath00250","Alanine, aspartate and glutamate metabolism","15/790","51/6356",0.294117647058824,2.36634400595681,3.69064540634833,0.000961178287208937,0.00877876168984162,0.00877876168984162,"AT1G17290/AT5G07440/AT5G11520/AT3G47340/AT2G30970/AT5G37600/AT5G17330/AT4G39660/AT3G08860/AT3G24090/AT1G65960/AT5G62530/AT2G38400/AT2G16570/AT5G18170",15
"Metabolism","Lipid metabolism","ath00564","Glycerophospholipid metabolism","23/790","99/6356",0.232323232323232,1.86917274005882,3.2835250884082,0.00192433991624865,0.0164771605328791,0.0164771605328791,"AT3G02040/AT5G07920/AT3G05510/AT1G74320/AT1G07230/AT2G39290/AT1G15110/AT3G10370/AT2G42010/AT1G74210/AT4G30580/AT2G20900/AT5G63770/AT1G02390/AT5G04040/AT1G75020/AT3G03530/AT5G42870/AT1G43710/AT1G15080/AT2G32260/AT4G35790/AT4G04870",23
"Metabolism","Amino acid metabolism","ath00350","Tyrosine metabolism","12/790","41/6356",0.292682926829268,2.35480086446434,3.27853963328588,0.00318065730845279,0.0250299450319202,0.0250299450319202,"AT4G15940/AT1G22430/AT5G11520/AT5G43940/AT1G77120/AT1G32780/AT2G30970/AT5G42250/AT5G54080/AT2G42490/AT1G06570/AT1G31710",12
"Metabolism","Carbohydrate metabolism","ath00620","Pyruvate metabolism","22/790","97/6356",0.22680412371134,1.8247683674801,3.08365021660415,0.00328860591660265,0.0250299450319202,0.0250299450319202,"AT3G52990/AT5G03860/AT3G48000/AT1G44170/AT1G22430/AT1G06130/AT2G36580/AT5G43940/AT1G77120/AT1G32780/AT5G47720/AT5G42250/AT2G47510/AT4G36250/AT1G79750/AT2G22780/AT4G37870/AT5G65690/AT5G25880/AT1G54100/AT1G23800/AT4G17260",22
"Metabolism","Global and overview maps","ath01200","Carbon metabolism","49/790","275/6356",0.178181818181818,1.43357422324511,2.7691215665437,0.00514856384532907,0.0354421711296754,0.0354421711296754,"AT3G52990/AT5G03860/AT1G17290/AT4G35830/AT2G01290/AT1G22430/AT5G07440/AT5G11520/AT2G36580/AT5G43940/AT2G16790/AT3G14420/AT4G16760/AT5G47720/AT3G60750/AT1G18640/AT3G58750/AT1G74030/AT2G30970/AT4G35630/AT3G22460/AT1G79870/AT5G42250/AT4G14880/AT4G39660/AT5G65940/AT3G08860/AT2G47510/AT1G43670/AT2G36460/AT3G51840/AT5G14780/AT2G14170/AT4G35260/AT1G79750/AT5G42740/AT4G26270/AT1G22170/AT2G22780/AT4G37870/AT2G38400/AT5G65690/AT5G25880/AT2G05710/AT5G65110/AT1G47840/AT4G35090/AT1G50460/AT5G18170",49
"Metabolism","Amino acid metabolism","ath00270","Cysteine and methionine metabolism","26/790","125/6356",0.208,1.67347848101266,2.86483475467741,0.00517403958097452,0.0354421711296754,0.0354421711296754,"AT4G11280/AT5G14060/AT3G49700/AT5G11520/AT3G17390/AT5G27380/AT2G05830/AT2G30970/AT4G35630/AT1G64660/AT3G22460/AT4G13940/AT5G53120/AT1G23820/AT3G61510/AT4G14880/AT4G39660/AT3G08860/AT1G05010/AT4G01850/AT1G10070/AT2G22780/AT5G04950/AT2G38400/AT5G26600/AT4G17260",26
