"category","subcategory","ID","Description","GeneRatio","BgRatio","RichFactor","FoldEnrichment","zScore","pvalue","p.adjust","qvalue","geneID","Count"
"Metabolism","Lipid metabolism","ath00071","Fatty acid degradation","31/1737","47/6356",0.659574468085106,2.41350335011453,5.96415900067415,3.36354404260011e-08,4.60805533836215e-06,4.60805533836215e-06,"AT1G44170/AT3G48000/AT1G22430/AT2G47240/AT5G42250/AT5G47720/AT1G49430/AT4G34240/AT4G14070/AT1G77120/AT1G22440/AT4G36250/AT3G51840/AT4G29010/AT3G06860/AT1G77590/AT4G14430/AT5G65110/AT3G06810/AT3G23790/AT2G04350/AT4G23850/AT4G16210/AT1G54100/AT1G23800/AT3G05970/AT4G16760/AT2G33150/AT1G32780/AT5G48230/AT5G43940",31
"Metabolism","Global and overview maps","ath01200","Carbon metabolism","114/1737","275/6356",0.414545454545455,1.51689747213063,5.37362009077713,1.64196979297482e-07,1.12474930818775e-05,1.12474930818775e-05,"AT5G43330/AT3G52990/AT5G03860/AT1G17290/AT3G54050/AT4G35830/AT2G01290/AT1G22430/AT2G36580/AT1G70580/AT1G06550/AT5G44520/AT5G16390/AT1G79870/AT3G16950/AT1G17745/AT5G61410/AT4G35630/AT1G42970/AT1G43670/AT1G12230/AT5G66760/AT5G42250/AT4G34200/AT1G50460/AT1G80380/AT2G30970/AT5G47720/AT3G50520/AT5G38410/AT5G18170/AT4G00570/AT4G35260/AT3G55800/AT2G38400/AT5G65940/AT5G35790/AT2G36460/AT5G61580/AT1G22440/AT4G14880/AT5G65690/AT5G09660/AT3G51840/AT5G07440/AT5G36700/AT3G55440/AT2G13560/AT2G30650/AT5G24400/AT1G67090/AT1G47840/AT1G12900/AT3G04120/AT3G08860/AT2G47510/AT2G22480/AT4G26270/AT2G34590/AT5G65110/AT1G53240/AT3G60510/AT1G18640/AT3G60750/AT2G24270/AT4G39660/AT1G74030/AT3G14420/AT5G14780/AT2G13360/AT1G32470/AT1G32060/AT2G21330/AT1G17650/AT1G68010/AT1G79750/AT1G56190/AT1G22170/AT2G22780/AT2G14170/AT4G37870/AT5G11520/AT4G37560/AT2G30660/AT4G26530/AT4G35640/AT3G04790/AT1G36370/AT5G25880/AT5G58330/AT3G22460/AT4G35090/AT2G44350/AT4G16760/AT3G58750/AT4G15530/AT1G01090/AT1G48030/AT1G11860/AT5G56350/AT1G68750/AT5G35360/AT5G42740/AT4G33010/AT2G05710/AT3G22960/AT5G48230/AT4G38970/AT5G52920/AT3G25530/AT2G16790/AT4G37930/AT1G13440/AT5G43940",114
"Metabolism","Energy metabolism","ath00710","Carbon fixation by Calvin cycle","39/1737","71/6356",0.549295774647887,2.00997348512491,5.2477146437736,7.53608110152598e-07,3.03812141265032e-05,3.03812141265032e-05,"AT5G43330/AT1G17290/AT3G54050/AT2G01290/AT1G70580/AT5G44520/AT5G61410/AT1G42970/AT1G43670/AT1G12230/AT2G30970/AT5G38410/AT4G00570/AT3G55800/AT2G36460/AT5G65690/AT5G09660/AT3G55440/AT2G13560/AT1G67090/AT1G12900/AT3G04120/AT1G53240/AT3G60750/AT1G32060/AT2G21330/AT1G79750/AT1G56190/AT2G22780/AT4G37870/AT5G11520/AT4G26530/AT3G04790/AT5G25880/AT5G58330/AT4G15530/AT1G68750/AT4G38970/AT1G13440",39
"Metabolism","Amino acid metabolism","ath00280","Valine, leucine and isoleucine degradation","31/1737","52/6356",0.596153846153846,2.18143572029582,5.2455058122681,9.53004951483598e-07,3.03812141265032e-05,3.03812141265032e-05,"AT4G34030/AT1G44170/AT3G48000/AT1G03090/AT1G06550/AT1G10070/AT3G16950/AT5G47720/AT4G34240/AT2G38400/AT5G65940/AT3G06850/AT4G36250/AT2G30650/AT3G08860/AT5G09300/AT3G06810/AT3G60510/AT4G39660/AT2G14170/AT2G30660/AT5G65780/AT4G16210/AT4G11820/AT1G54100/AT1G23800/AT2G33150/AT1G48030/AT5G48230/AT4G16800/AT3G45300",31
"Metabolism","Carbohydrate metabolism","ath00010","Glycolysis / Gluconeogenesis","57/1737","119/6356",0.478991596638655,1.75271766737783,5.08278130523642,1.10880343527384e-06,3.03812141265032e-05,3.03812141265032e-05,"AT3G52990/AT3G54050/AT1G44170/AT3G48000/AT1G22430/AT5G66530/AT2G36580/AT5G51820/AT3G16950/AT1G43670/AT5G42250/AT5G57330/AT1G50460/AT3G50520/AT4G34240/AT2G36460/AT1G77120/AT5G61580/AT1G22440/AT4G36250/AT5G65690/AT5G01320/AT3G55440/AT1G47840/AT3G04120/AT3G01590/AT2G22480/AT1G12000/AT4G26270/AT2G34590/AT4G17260/AT1G09870/AT2G24270/AT1G74030/AT5G15140/AT3G61610/AT2G21330/AT1G56190/AT1G22170/AT4G37870/AT4G26530/AT1G76550/AT1G54100/AT1G23800/AT4G15530/AT1G01090/AT1G48030/AT5G54960/AT5G56350/AT5G42740/AT1G32780/AT3G22960/AT4G38970/AT3G17940/AT5G52920/AT1G13440/AT5G43940",57
"Metabolism","Carbohydrate metabolism","ath00620","Pyruvate metabolism","47/1737","97/6356",0.484536082474227,1.77300595291087,4.7043533567462,6.50114794477352e-06,0.000148442878072329,0.000148442878072329,"AT5G43330/AT3G52990/AT5G03860/AT1G44170/AT3G48000/AT1G22430/AT2G36580/AT1G06130/AT5G16390/AT3G16950/AT5G42250/AT5G47720/AT4G00570/AT4G34240/AT1G77120/AT1G22440/AT4G36250/AT5G65690/AT5G09660/AT2G13560/AT1G36160/AT2G47510/AT2G34590/AT1G53240/AT4G17260/AT1G11840/AT3G10850/AT3G02720/AT1G79750/AT2G22780/AT4G37870/AT1G67280/AT5G25880/AT5G58330/AT1G54100/AT1G23800/AT4G15530/AT1G01090/AT1G48030/AT5G56350/AT1G68750/AT5G35360/AT1G32780/AT3G22960/AT5G48230/AT5G52920/AT5G43940",47
"Metabolism","Metabolism of other amino acids","ath00410","beta-Alanine metabolism","27/1737","47/6356",0.574468085106383,2.10208356300298,4.65014929129574,1.26806899812271e-05,0.000231245185651163,0.000231245185651163,"AT1G31690/AT1G44170/AT3G48000/AT1G65840/AT1G06550/AT1G65960/AT4G34240/AT3G17760/AT5G65940/AT4G36250/AT3G51840/AT2G30650/AT5G65110/AT3G60510/AT5G17330/AT2G42490/AT1G31710/AT2G14170/AT2G30660/AT5G13700/AT4G16210/AT1G54100/AT1G23800/AT4G16760/AT3G17810/AT2G43020/AT4G29720",27
"Metabolism","Metabolism of cofactors and vitamins","ath00860","Porphyrin metabolism","31/1737","57/6356",0.543859649122807,1.99008170974356,4.60422317877912,1.35033685051774e-05,0.000231245185651163,0.000231245185651163,"AT5G01600/AT1G08520/AT5G43860/AT5G26030/AT1G58290/AT3G56940/AT1G74470/AT2G40300/AT5G13630/AT1G44446/AT1G44000/AT2G30390/AT4G18480/AT2G26540/AT4G22920/AT1G04620/AT4G01690/AT5G08280/AT1G03475/AT4G25080/AT5G54190/AT3G09150/AT4G37000/AT2G40490/AT5G18660/AT3G44880/AT1G19670/AT5G64050/AT3G14930/AT3G51820/AT3G48730",31
"Metabolism","Carbohydrate metabolism","ath00630","Glyoxylate and dicarboxylate metabolism","40/1737","81/6356",0.493827160493827,1.80700370299296,4.4822376309262,1.78127595006575e-05,0.000271149783510009,0.000271149783510009,"AT5G43330/AT5G03860/AT4G35830/AT5G47435/AT1G70580/AT1G79870/AT3G16950/AT1G80380/AT5G47720/AT5G38410/AT2G38400/AT5G09660/AT5G36700/AT5G04140/AT1G67090/AT3G08860/AT5G35630/AT1G53240/AT4G39660/AT3G14420/AT5G14780/AT2G13360/AT1G32470/AT1G17650/AT1G68010/AT5G37600/AT2G22780/AT4G37560/AT1G36370/AT3G48990/AT4G35090/AT2G44350/AT3G58750/AT1G48030/AT1G11860/AT4G33010/AT2G05710/AT5G48230/AT3G25530/AT4G37930",40
"Metabolism","Global and overview maps","ath01240","Biosynthesis of cofactors","93/1737","239/6356",0.389121338912134,1.4238659931638,4.0958306370129,4.88101288668125e-05,0.000668698765475332,0.000668698765475332,"AT2G31955/AT3G02870/AT5G60540/AT1G44170/AT3G48000/AT4G29530/AT1G74960/AT1G48320/AT5G55810/AT5G63400/AT3G17390/AT5G27380/AT5G26030/AT1G58290/AT5G37850/AT1G55090/AT1G10070/AT3G16950/AT4G30440/AT4G32770/AT4G35630/AT5G15490/AT1G23360/AT2G46760/AT4G01850/AT5G04620/AT2G23420/AT4G02120/AT1G06570/AT4G34240/AT1G79790/AT2G30390/AT4G23900/AT1G21640/AT3G02570/AT3G10160/AT5G05980/AT4G36250/AT2G37250/AT2G26540/AT3G47930/AT4G33670/AT1G74910/AT5G17310/AT4G01690/AT1G17710/AT3G63410/AT1G60600/AT5G26667/AT3G54470/AT5G08280/AT1G03475/AT3G11945/AT5G20990/AT5G64300/AT4G21470/AT3G29360/AT5G32470/AT2G40490/AT5G54770/AT1G78590/AT4G20320/AT1G64970/AT3G11750/AT5G57590/AT4G27270/AT4G20960/AT2G22570/AT5G14760/AT5G64050/AT2G05990/AT5G35170/AT5G46290/AT1G36370/AT5G65780/AT3G14930/AT1G23800/AT2G22230/AT5G59750/AT5G28840/AT1G48030/AT4G11570/AT2G16370/AT3G48730/AT1G18870/AT2G44050/AT2G18950/AT3G12670/AT4G26850/AT5G08415/AT1G24360/AT5G01410/AT4G37930",93
"Metabolism","Global and overview maps","ath01212","Fatty acid metabolism","34/1737","70/6356",0.485714285714286,1.77731721358664,4.00999491977888,0.000114238224819335,0.00142278516365899,0.00142278516365899,"AT1G74960/AT2G43710/AT3G12120/AT2G47240/AT5G16390/AT5G47720/AT1G49430/AT4G14070/AT5G10480/AT1G67730/AT3G51840/AT4G29010/AT3G06860/AT1G77590/AT1G36160/AT5G65110/AT3G06810/AT1G62640/AT3G23790/AT2G04350/AT2G05990/AT4G23850/AT5G46290/AT4G16210/AT3G05970/AT4G16760/AT2G22230/AT2G33150/AT3G55360/AT5G35360/AT1G08510/AT5G48230/AT1G24360/AT1G43800",34
"Metabolism","Metabolism of terpenoids and polyketides","ath00906","Carotenoid biosynthesis","19/1737","32/6356",0.59375,2.17263960852044,4.07781316316859,0.000136043775748355,0.00155316643979372,0.00155316643979372,"AT3G10230/AT1G52340/AT3G53130/AT5G57030/AT4G25700/AT3G19270/AT2G29090/AT3G21420/AT4G19230/AT4G14210/AT4G19170/AT2G26170/AT5G17230/AT3G14440/AT2G27150/AT1G31800/AT5G67030/AT4G36470/AT3G04870",19
"Metabolism","Lipid metabolism","ath00561","Glycerolipid metabolism","34/1737","71/6356",0.47887323943662,1.75228457677556,3.90879052566602,0.000162417663922122,0.00171163230441006,0.00171163230441006,"AT1G44170/AT5G08370/AT3G48000/AT1G54570/AT3G51520/AT1G12640/AT2G19450/AT4G33030/AT4G00400/AT1G80380/AT4G31780/AT4G34240/AT1G48300/AT2G38110/AT4G36250/AT1G75020/AT1G32200/AT2G20900/AT5G63770/AT5G08380/AT1G73480/AT5G01220/AT5G07920/AT5G04040/AT5G42870/AT1G54100/AT1G23800/AT1G15080/AT4G30580/AT1G02390/AT3G11670/AT3G44830/AT1G80460/AT5G13640",34
"Metabolism","Energy metabolism","ath00196","Photosynthesis - antenna proteins","14/1737","22/6356",0.636363636363636,2.32857068090229,3.82772457611475,0.00038988995581007,0.00381535171042711,0.00381535171042711,"AT1G15820/AT1G19150/AT5G54270/AT3G47470/AT3G61470/AT3G08940/AT1G29930/AT1G45474/AT4G10340/AT3G54890/AT1G61520/AT1G76570/AT2G40100/AT2G05100",14
"Metabolism","Glycan biosynthesis and metabolism","ath00520","Amino sugar and nucleotide sugar metabolism","51/1737","124/6356",0.411290322580645,1.5049863502145,3.48225415365796,0.000553342894084901,0.00505386509930877,0.00505386509930877,"AT3G62830/AT5G24090/AT4G16130/AT1G30540/AT5G51820/AT3G54420/AT4G30440/AT1G01220/AT5G15490/AT4G10260/AT4G33030/AT3G59480/AT3G25140/AT1G05590/AT5G64570/AT1G50460/AT5G51830/AT3G61130/AT3G02570/AT1G74910/AT5G17310/AT3G02350/AT3G55260/AT5G15650/AT3G01640/AT1G47840/AT3G02230/AT4G39210/AT3G29360/AT1G27680/AT2G47650/AT3G10740/AT5G15770/AT3G46440/AT3G06580/AT4G19810/AT4G19750/AT1G30620/AT1G02730/AT1G06780/AT5G19220/AT3G24090/AT3G19620/AT1G66430/AT1G12780/AT5G28840/AT5G42740/AT4G23920/AT5G47780/AT5G48300/AT2G21590",51
"Metabolism","Amino acid metabolism","ath00260","Glycine, serine and threonine metabolism","32/1737","70/6356",0.457142857142857,1.67276914219919,3.47065624592919,0.000706759917179415,0.00605163179084875,0.00605163179084875,"AT1G31690/AT4G19710/AT1G70580/AT2G24580/AT4G27070/AT1G79870/AT3G16950/AT1G17745/AT4G35630/AT4G34200/AT1G80380/AT3G50520/AT5G14060/AT4G29840/AT2G38400/AT1G08630/AT3G08860/AT1G18640/AT5G28237/AT4G39660/AT2G13360/AT1G32470/AT2G42490/AT1G68010/AT1G22170/AT1G31710/AT1G36370/AT1G54100/AT1G48030/AT1G11860/AT4G33010/AT4G37930",32
"Metabolism","Global and overview maps","ath01230","Biosynthesis of amino acids","88/1737","242/6356",0.363636363636364,1.33061181765845,3.21548912145593,0.00108530503903271,0.00874628178514592,0.00874628178514592,"AT3G52990/AT1G17290/AT4G35830/AT4G19710/AT2G29690/AT2G01290/AT5G10920/AT2G36580/AT3G17390/AT1G70580/AT3G58610/AT2G39800/AT3G47340/AT4G27070/AT5G44520/AT4G17830/AT1G10070/AT1G17745/AT1G80600/AT5G61410/AT4G35630/AT1G12230/AT2G22250/AT1G22410/AT4G34200/AT4G01850/AT2G30970/AT3G50520/AT2G45440/AT5G10870/AT4G35260/AT5G14060/AT4G29840/AT3G03630/AT2G36460/AT5G61580/AT1G71920/AT4G14880/AT3G48560/AT3G06350/AT1G08630/AT3G59890/AT5G17990/AT3G55440/AT4G13430/AT3G04120/AT5G35630/AT2G22480/AT1G80560/AT4G26270/AT1G11790/AT1G18640/AT5G28237/AT3G60750/AT1G74030/AT2G13810/AT2G21330/AT3G29200/AT5G34930/AT5G63890/AT1G56190/AT5G37600/AT1G22170/AT3G23940/AT5G11520/AT5G17920/AT4G26530/AT4G35640/AT2G21940/AT3G04790/AT4G39980/AT1G75330/AT1G36370/AT5G65780/AT3G22460/AT1G25155/AT2G44350/AT3G58750/AT2G43090/AT5G56350/AT2G05710/AT3G22960/AT4G38970/AT5G14800/AT3G14390/AT5G52920/AT4G37930/AT1G13440",88
"Metabolism","Carbohydrate metabolism","ath00500","Starch and sucrose metabolism","68/1737","181/6356",0.375690607734807,1.37472049669685,3.13625929223435,0.00149069373849715,0.0113458356763395,0.0113458356763395,"AT2G18700/AT1G32900/AT2G44450/AT2G32290/AT3G29320/AT1G11820/AT3G13790/AT1G68020/AT4G39010/AT1G64390/AT2G39930/AT5G51820/AT3G43190/AT5G20950/AT4G25000/AT4G10260/AT4G31140/AT3G46970/AT1G66250/AT3G59480/AT1G69830/AT1G50460/AT4G09510/AT1G12240/AT5G64860/AT3G06500/AT5G51830/AT3G20440/AT5G65140/AT1G23870/AT4G15210/AT1G02850/AT2G35840/AT5G17310/AT5G11720/AT1G47840/AT4G39210/AT4G02290/AT1G27680/AT1G06410/AT2G01630/AT4G17090/AT5G36890/AT5G49190/AT3G01180/AT2G44480/AT5G24300/AT1G62660/AT4G21760/AT4G34860/AT5G19220/AT4G02280/AT3G13560/AT2G45880/AT1G56560/AT1G66430/AT4G18240/AT5G51460/AT5G42740/AT5G03650/AT1G04920/AT4G17770/AT3G47000/AT5G48300/AT2G21590/AT1G78580/AT1G55120/AT1G03310",68
"Metabolism","Amino acid metabolism","ath00250","Alanine, aspartate and glutamate metabolism","24/1737","51/6356",0.470588235294118,1.72196823461682,3.17427345931509,0.00196394577202623,0.0132119224161449,0.0132119224161449,"AT1G17290/AT5G10920/AT1G70580/AT3G47340/AT1G65960/AT2G16570/AT2G30970/AT5G18170/AT2G38400/AT3G17760/AT5G07440/AT5G62530/AT3G08860/AT5G35630/AT4G39660/AT2G13360/AT5G17330/AT5G37600/AT5G11520/AT1G79440/AT5G14760/AT3G24090/AT5G12040/AT3G16150",24
"Metabolism","Carbohydrate metabolism","ath00052","Galactose metabolism","29/1737","65/6356",0.446153846153846,1.63255834551171,3.1432659728494,0.00197104957240071,0.0132119224161449,0.0132119224161449,"AT5G08370/AT3G13790/AT5G51820/AT1G50460/AT4G09510/AT1G12240/AT3G06500/AT1G72990/AT5G20250/AT5G61580/AT5G17310/AT5G11720/AT1G47840/AT2G22480/AT2G47180/AT4G26270/AT5G15140/AT5G08380/AT1G62660/AT5G40390/AT4G01970/AT3G57520/AT4G34860/AT1G55740/AT1G56560/AT1G12780/AT4G23920/AT3G17940/AT1G55120",29
