"Geneid","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"GUL01G000002",934.235073043274,0.363384527231685,0.169266846499401,2.14681454015847,0.0318080493042617,0.0642099814175435
"GUL01G000003",53.2596482741088,0.888874817643429,0.694826446967821,1.27927602860027,0.200799870918263,0.300986833016641
"GUL01G000005",588.919548390018,0.39564393789605,0.306818961963198,1.28950288914512,0.19722331256864,0.296650840250789
"GUL01G000006",905.759504445632,-0.415264145485921,0.319668833107667,-1.29904483164318,0.193928544170318,0.292726525949662
"GUL01G000008",7.06962850120108,-1.15528556622991,3.39596119212178,-0.340193983638574,0.73371044864878,0.830027911555059
"GUL01G000010",7.51389869904111,6.85666593767294,4.25003128061968,1.61332128752549,NA,NA
"GUL01G000012",4.69637698306863,4.3715571535907,3.21681609714171,1.35897018094228,0.174156037962464,0.268453186767538
"GUL01G000019",230.547561128485,0.142062531029698,0.436555379527233,0.325416975009093,0.744865509859314,0.838833256306052
"GUL01G000020",134.853649896036,0.772918865436387,0.637354172265783,1.21269915389221,0.225244863454723,0.330316962462312
"GUL01G000021",290.074231507163,-0.655479006211884,0.356072568527163,-1.84085791534902,0.0656423830319718,0.11991522193924
"GUL01G000022",1189.84999107711,1.70986758808674,0.231965322218396,7.37122071408974,1.69072655730446e-13,1.32025141253335e-12
"GUL01G000024",13.9723750525223,1.60109785526508,2.65611137118503,0.602797711208453,0.546643269568233,0.669008262150853
"GUL01G000030",23.7017322547854,1.49559874819963,1.34837323047484,1.10918751158605,0.267349298892195,0.379873434997461
"GUL01G000031",117.741683830985,-0.27626973426238,0.859214269718074,-0.321537646660628,0.747802987692202,0.841162689716748
"GUL01G000032",2.60667782150747,0,4.4073563239245,0,1,NA
"GUL01G000034",270.962357199234,-5.11410961182184,0.525493765849435,-9.73200814962121,2.20202187512826e-22,2.69681750904556e-21
"GUL01G000036",15.7827794682761,-5.38064393345209,2.93833634976869,-1.83118720696345,0.0670726055321626,0.122091742014082
"GUL01G000037",15.3270413578375,1.54470602615812,2.30807877918724,0.669260529617651,0.50332930028902,0.627318669157763
"GUL01G000044",8.22323081662515,-4.02502931314335,4.28178400514823,-0.940035580567311,NA,NA
"GUL01G000051",7.89074690743326,0,3.98861616420722,0,NA,NA
"GUL01G000052",9.91380937705149,0,4.40735632391154,0,NA,NA
"GUL01G000057",7.72909694618448,0.97323988916748,3.18435036821365,0.305632162491418,0.759884729394881,0.850930826004406
"GUL01G000058",128.280844220128,2.58917424816562,1.12959732834156,2.29212143407506,0.0218986368831691,0.046364582904039
"GUL01G000059",31.0628928608217,-1.50132628126903,1.51036798676224,-0.994013574458372,0.320216258837444,0.439078587666763
"GUL01G000061",10.6207224854334,0,3.4609144865767,0,1,1
"GUL01G000062",25.5452818717478,1.50928141080637,2.60347815195883,0.579717333011148,0.562105252700002,0.683533132686724
"GUL01G000063",12.6623024022071,-4.64687272161687,1.85753615333726,-2.50163245181972,0.0123622190839915,0.0280828155486454
"GUL01G000064",2.48844152059002,-3.20890731268869,4.30801497343025,-0.744869117790833,0.456350845973546,NA
"GUL01G000068",15.769849277631,-1.95924476102825,1.65930249136065,-1.18076406877546,0.237696461692438,0.345500992556559
