"category","subcategory","ID","Description","GeneRatio","BgRatio","RichFactor","FoldEnrichment","zScore","pvalue","p.adjust","qvalue","geneID","Count"
"Metabolism","Carbohydrate metabolism","ath00620","Pyruvate metabolism","37/1496","97/6356",0.381443298969072,1.62062406968411,3.41717677317743,0.000836788681541285,0.0104218226701051,0.0104218226701051,"AT3G52990/AT1G01090/AT3G48000/AT1G22430/AT3G16910/AT3G25860/AT1G77120/AT5G16390/AT1G53310/AT3G16950/AT1G67280/AT5G03370/AT4G36250/AT5G09660/AT5G43330/AT1G22440/AT2G13560/AT1G06130/AT1G44170/AT4G15530/AT4G00570/AT2G34590/AT1G74040/AT1G11840/AT5G65690/AT4G17260/AT4G34240/AT4G37870/AT5G25880/AT5G58330/AT5G56350/AT1G68750/AT3G22960/AT5G48230/AT5G52920/AT5G43940/AT3G47520",37
"Metabolism","Metabolism of terpenoids and polyketides","ath00906","Carotenoid biosynthesis","16/1496","32/6356",0.5,2.12433155080214,3.5373570309213,0.000978526934684882,0.0111715158376524,0.0111715158376524,"AT3G10230/AT1G08550/AT3G53130/AT5G17230/AT4G25700/AT5G57030/AT4G14210/AT4G19230/AT3G21420/AT4G19170/AT1G10830/AT2G27150/AT1G31800/AT2G29090/AT5G67030/AT3G04870",16
"Metabolism","Amino acid metabolism","ath00360","Phenylalanine metabolism","16/1496","33/6356",0.484848484848485,2.0599578674445,3.38679898798981,0.00148935185904862,0.0140437607498823,0.0140437607498823,"AT1G31690/AT1G06570/AT4G16210/AT2G22250/AT5G57170/AT2G30970/AT1G71920/AT3G15290/AT2G37040/AT3G53260/AT1G31710/AT2G20340/AT4G12290/AT4G34880/AT2G42490/AT5G11520",16
"Metabolism","Amino acid metabolism","ath00260","Glycine, serine and threonine metabolism","28/1496","70/6356",0.4,1.69946524064171,3.26462580156888,0.00150796781651679,0.0140437607498823,0.0140437607498823,"AT1G31690/AT4G19710/AT1G22170/AT3G16950/AT2G38400/AT4G34200/AT1G17745/AT3G50520/AT4G39660/AT1G70580/AT4G29840/AT2G13360/AT1G32470/AT4G13930/AT1G36370/AT1G31710/AT1G08630/AT4G27070/AT1G11860/AT5G38530/AT4G12290/AT1G68010/AT2G35120/AT2G17265/AT4G33010/AT2G42490/AT4G37930/AT2G24580",28
"Metabolism","Energy metabolism","ath00196","Photosynthesis - antenna proteins","12/1496","22/6356",0.545454545454545,2.31745260087506,3.4340985143124,0.00161954200522685,0.0140437607498823,0.0140437607498823,"AT1G15820/AT5G54270/AT3G08940/AT4G10340/AT3G61470/AT1G29930/AT3G54890/AT3G47470/AT1G61520/AT1G76570/AT2G40100/AT2G05100",12
"Metabolism","Glycan biosynthesis and metabolism","ath00520","Amino sugar and nucleotide sugar metabolism","44/1496","124/6356",0.354838709677419,1.50759013282732,3.16676423163461,0.00164014724086217,0.0140437607498823,0.0140437607498823,"AT5G24090/AT5G19220/AT3G06580/AT3G54420/AT5G15490/AT3G10740/AT4G30440/AT3G55260/AT3G59480/AT3G46440/AT5G15650/AT1G12780/AT5G51830/AT3G19620/AT2G39770/AT4G10960/AT5G39320/AT3G01640/AT3G02350/AT4G16130/AT1G27680/AT1G01220/AT5G17310/AT5G15770/AT3G29360/AT4G39210/AT4G19810/AT4G19750/AT3G02570/AT1G06780/AT3G24090/AT2G47650/AT1G66430/AT1G50460/AT5G28840/AT5G42740/AT3G12500/AT4G23920/AT5G47780/AT5G48300/AT2G21590/AT5G51820/AT1G30540/AT3G25140",44
"Metabolism","Carbohydrate metabolism","ath00630","Glyoxylate and dicarboxylate metabolism","31/1496","81/6356",0.382716049382716,1.62603155740411,3.14584492290964,0.0020141331587527,0.0162315436911247,0.0162315436911247,"AT5G47435/AT3G16910/AT3G16950/AT2G38400/AT5G38410/AT5G09660/AT5G36700/AT4G39660/AT1G70580/AT5G43330/AT5G37600/AT1G67090/AT5G14780/AT5G35630/AT3G14420/AT2G13360/AT1G32470/AT4G13930/AT1G36370/AT4G37560/AT1G11860/AT3G25530/AT4G35090/AT3G58750/AT1G68010/AT2G35120/AT5G04140/AT4G33010/AT5G48230/AT4G37930/AT3G47520",31
"Metabolism","Global and overview maps","ath01250","Biosynthesis of nucleotide sugars","36/1496","101/6356",0.356435643564356,1.51437496690846,2.89089484087211,0.00383359315163426,0.029177903431883,0.029177903431883,"AT1G63000/AT5G19220/AT3G06580/AT5G15490/AT2G19800/AT4G30440/AT3G59480/AT3G46440/AT5G15650/AT1G12780/AT5G51830/AT2G39770/AT4G10960/AT5G39320/AT3G01640/AT4G16130/AT1G27680/AT1G01220/AT5G17310/AT5G66280/AT5G15770/AT3G29360/AT4G39210/AT3G02570/AT3G24090/AT2G47650/AT1G66430/AT1G50460/AT5G28840/AT1G78570/AT5G42740/AT4G23920/AT5G48300/AT2G21590/AT5G51820/AT1G30540",36
"Metabolism","Lipid metabolism","ath00561","Glycerolipid metabolism","27/1496","71/6356",0.380281690140845,1.61568878511712,2.89429780893634,0.00423372294916631,0.0292410246136995,0.0292410246136995,"AT5G08370/AT3G48000/AT2G19450/AT4G00400/AT4G36250/AT2G38110/AT1G12640/AT1G44170/AT1G48300/AT5G42870/AT1G73480/AT5G01220/AT5G63770/AT5G08380/AT2G20900/AT4G34240/AT5G07920/AT5G04040/AT1G75020/AT4G31780/AT1G15080/AT3G57650/AT4G30580/AT1G02390/AT3G11670/AT1G80460/AT1G54570",27
"Metabolism","Metabolism of cofactors and vitamins","ath00670","One carbon pool by folate","18/1496","42/6356",0.428571428571429,1.82085561497326,2.96104201175853,0.0042829810843411,0.0292410246136995,0.0292410246136995,"AT5G47435/AT3G16950/AT4G01850/AT2G44160/AT1G02500/AT3G17390/AT1G32470/AT4G13940/AT4G13930/AT1G36370/AT3G25900/AT1G11860/AT5G13050/AT3G22740/AT2G35120/AT4G33010/AT2G35040/AT4G37930",18
"Metabolism","Global and overview maps","ath01240","Biosynthesis of cofactors","74/1496","239/6356",0.309623430962343,1.31548564652183,2.75813014532747,0.00448220085319481,0.0292410246136995,0.0292410246136995,"AT3G02870/AT5G60540/AT3G48000/AT1G74960/AT5G55810/AT1G06570/AT5G15490/AT5G37850/AT1G50090/AT1G22940/AT5G56090/AT1G10070/AT3G16950/AT3G63410/AT4G20320/AT4G30440/AT4G32770/AT4G01850/AT5G35170/AT1G02500/AT2G22230/AT4G36250/AT4G23900/AT3G10160/AT2G39770/AT5G39320/AT4G27270/AT5G05980/AT1G44170/AT2G26540/AT3G17390/AT5G32470/AT3G18680/AT5G57590/AT5G63310/AT5G54770/AT2G43360/AT5G17310/AT4G13930/AT1G55090/AT1G02880/AT5G46290/AT1G36370/AT1G64970/AT3G29360/AT4G34240/AT3G11750/AT4G21470/AT3G02570/AT1G78590/AT1G21640/AT5G14760/AT2G30390/AT2G05990/AT5G65780/AT1G04640/AT2G30920/AT5G26030/AT1G01290/AT5G28840/AT1G18870/AT2G44050/AT2G29630/AT2G18950/AT3G12670/AT4G26850/AT1G24360/AT5G01410/AT4G37930/AT1G58290/AT3G14930/AT5G27380/AT5G26667/AT5G58800",74
"Metabolism","Carbohydrate metabolism","ath00052","Galactose metabolism","25/1496","65/6356",0.384615384615385,1.63410119292472,2.85076124124003,0.00489041842176747,0.0298950746800774,0.0298950746800774,"AT5G08370/AT5G47810/AT1G55740/AT1G12780/AT4G09510/AT5G20250/AT5G61580/AT4G10960/AT2G22480/AT5G11720/AT5G15140/AT1G72990/AT5G08380/AT4G26270/AT5G17310/AT3G13790/AT5G40390/AT3G57520/AT1G50460/AT4G23920/AT3G06500/AT1G12240/AT2G47180/AT1G55120/AT5G51820",25
"Metabolism","Lipid metabolism","ath00564","Glycerophospholipid metabolism","35/1496","99/6356",0.353535353535354,1.50205261167828,2.79311739810804,0.00501888115066992,0.0298950746800774,0.0298950746800774,"AT1G80950/AT3G03310/AT2G45670/AT3G15730/AT5G57190/AT2G32260/AT4G00400/AT1G15110/AT2G26870/AT1G48600/AT2G42010/AT4G19860/AT3G55030/AT1G74210/AT2G38110/AT1G12640/AT4G04870/AT5G42870/AT5G63770/AT2G20900/AT3G15650/AT2G41540/AT2G06925/AT5G07920/AT5G04040/AT3G02040/AT1G75020/AT1G43710/AT1G15080/AT3G57650/AT4G30580/AT1G02390/AT4G16700/AT4G35790/AT1G74320",35
"Metabolism","Lipid metabolism","ath00061","Fatty acid biosynthesis","18/1496","43/6356",0.418604651162791,1.77851013555528,2.84175114595297,0.00577621031843789,0.0329725339010829,0.0329725339010829,"AT1G74960/AT1G49430/AT1G08510/AT5G16390/AT2G43710/AT3G23790/AT2G22230/AT1G77590/AT1G62640/AT5G46290/AT2G05990/AT2G30200/AT4G23850/AT3G05970/AT2G47240/AT4G14070/AT1G24360/AT1G43800",18
"Metabolism","Biosynthesis of other secondary metabolites","ath00941","Flavonoid biosynthesis","12/1496","25/6356",0.48,2.03935828877005,2.88871416490419,0.0063818613495696,0.0349726001956414,0.0349726001956414,"AT3G51240/AT5G48930/AT3G55120/AT5G13930/AT2G30490/AT4G34050/AT5G63580/AT5G42800/AT5G08640/AT2G19070/AT2G40890/AT5G07990",12
"Metabolism","Amino acid metabolism","ath00350","Tyrosine metabolism","17/1496","41/6356",0.414634146341463,1.76164079822616,2.71431902051339,0.00807747277116578,0.0416952589685809,0.0416952589685809,"AT1G31690/AT1G22430/AT1G06570/AT1G77120/AT2G22250/AT5G57170/AT2G30970/AT1G71920/AT1G22440/AT5G54080/AT1G12050/AT1G31710/AT2G20340/AT4G12290/AT2G42490/AT5G43940/AT5G11520",17
"Metabolism","Amino acid metabolism","ath00330","Arginine and proline metabolism","21/1496","54/6356",0.388888888888889,1.65225787284611,2.67043769584832,0.00821731381132617,0.0416952589685809,0.0416952589685809,"AT3G48000/AT1G20270/AT1G23820/AT2G30970/AT4G36250/AT5G62530/AT4G34710/AT1G44170/AT3G25570/AT2G39800/AT4G34240/AT4G29720/AT3G02470/AT5G38710/AT4G34880/AT1G65840/AT3G59050/AT5G13700/AT5G14800/AT3G28480/AT5G11520",21
"Metabolism","Amino acid metabolism","ath00250","Alanine, aspartate and glutamate metabolism","20/1496","51/6356",0.392156862745098,1.66614239278599,2.64981195335454,0.00880111734785245,0.0430626098805638,0.0430626098805638,"AT1G17290/AT2G38400/AT2G16570/AT2G30970/AT3G47340/AT4G39660/AT1G70580/AT5G62530/AT5G37600/AT3G17760/AT5G35630/AT2G13360/AT5G17330/AT5G14760/AT3G24090/AT5G18170/AT5G12040/AT3G16150/AT5G11520/AT5G07440",20
"Metabolism","Carbohydrate metabolism","ath00030","Pentose phosphate pathway","22/1496","58/6356",0.379310344827586,1.61156186612576,2.59572395696458,0.00965890125566067,0.0456299817939832,0.0456299817939832,"AT3G54050/AT2G01290/AT5G47810/AT1G12230/AT1G43670/AT5G61410/AT5G61580/AT2G21330/AT2G22480/AT5G35790/AT5G24400/AT3G60750/AT4G26270/AT4G26530/AT1G76550/AT2G24270/AT5G42740/AT2G16790/AT5G51820/AT4G38970/AT5G44520/AT1G64190",22
