"Geneid","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"GUL01G000005",588.919548390018,-1.66538883051423,0.310830838667251,-5.35786229466459,8.42123839096408e-08,4.40127837697385e-07
"GUL01G000022",1189.84999107711,1.47209753326338,0.232264733730286,6.33801571861889,2.32743089298516e-10,1.51902476342549e-09
"GUL01G000031",117.741683830985,2.24798073488094,0.853055612314078,2.63521006418663,0.00840852272810363,0.0209372303055702
"GUL01G000058",128.280844220128,3.94351421247472,1.12721339396356,3.49846287632226,0.00046794822919322,0.00150740802891987
"GUL01G000059",31.0628928608217,-4.7086921635898,1.57092094241085,-2.99740874061013,0.00272285368141735,0.00756012672653269
"GUL01G000061",10.6207224854334,7.71831403741104,3.25673235306906,2.36995650874948,0.0177901777825226,0.0406054350558536
"GUL01G000080",306.024161718796,1.83347632514931,0.281076771512774,6.52304463040974,6.8894351511713e-11,4.68742967490933e-10
"GUL01G000081",27.7425585349812,-6.5547958977957,1.54932390667375,-4.23074598511052,2.32917578607008e-05,9.15030624735165e-05
"GUL01G000100",402.147368453436,2.36070257088028,0.50371889975913,4.6865475407199,2.77852299962408e-06,1.22245855371597e-05
"GUL01G000113",200.854443475934,9.73732094489335,1.4023248755081,6.94369836473538,3.81965626118751e-12,2.84974106217315e-11
"GUL01G000120",61.3160239514837,-7.41542957851216,1.44426845368755,-5.13438451111971,2.8306884878752e-07,1.39451158368448e-06
"GUL01G000126",3175.37387255641,1.18720761385641,0.165886804044091,7.15673329592185,8.26222166803179e-13,6.44641067871662e-12
"GUL01G000141",17.408864703045,8.43128446217551,2.68503374330305,3.14010372614669,0.0016888802485105,0.00490103625793453
"GUL01G000142",858.711134849563,2.18037594100782,0.376387247379956,5.7929059929248,6.91788338980348e-09,4.02040279904153e-08
"GUL01G000156",256.494812520676,-2.80203431247619,0.565683046789128,-4.95336448278026,7.29411629472347e-07,3.42286484433704e-06
"GUL01G000159",12.2565157328542,-7.59974772631324,3.25194266075694,-2.33698700103903,0.0194398599943174,0.0438853241449923
"GUL01G000163",20.5809832448336,-5.37088261277426,2.31146449068788,-2.32358430527995,0.0201477844130206,0.0452479192873137
"GUL01G000170",299.630293738066,-1.03828938823205,0.428583595104111,-2.42260646485974,0.0154096096983405,0.0358062590080081
"GUL01G000182",221.682002104271,6.68698003420457,1.30878144107372,5.10931758683758,3.23324478952854e-07,1.58115802883924e-06
"GUL01G000187",755.836712536896,-1.07578612671787,0.324456869796269,-3.31565217710868,0.000914295467290717,0.00279783959944776
"GUL01G000192",153.506177515742,9.2055042863556,1.32620669861822,6.94122891699072,3.8870354092346e-12,2.89821122926828e-11
"GUL01G000199",8538.18236840174,1.44023068321207,0.0949053496153553,15.1754425756738,5.14296716442597e-52,1.44550460734878e-50
"GUL01G000207",701.433965441165,-1.20787543311692,0.263935245863376,-4.57640823667092,4.73027053324675e-06,2.03205454387652e-05
"GUL01G000209",69.2279440234825,5.00400450944998,1.51019930835023,3.31347291829741,0.000921450301813806,0.00281578995458896
"GUL01G000211",12.1433020304418,7.38593474859296,2.69614749430758,2.73944016942212,0.00615439153514752,0.0158211577857435
"GUL01G000217",649.997635382321,11.5496714214292,1.24940580153736,9.244131416084,2.371590100475e-20,2.75855187340342e-19
"GUL01G000218",410.848803187621,1.48460891697055,0.461223912220213,3.21884637295588,0.00128707420909952,0.00382319905054026
"GUL01G000219",18.1275990360507,8.39213771512618,2.7925635325334,3.00517342483266,0.0026542946086486,0.00739095937065529
"GUL01G000220",719.406899636651,1.3592856033121,0.221082017048107,6.14833183386563,7.83020853707211e-10,4.91556273130564e-09
"GUL01G000228",676.14348573725,-1.48837258881429,0.308100696483923,-4.83079916988098,1.35986116493358e-06,6.19738737995805e-06
"GUL01G000234",7165.24995060777,1.58295789836979,0.101739924985445,15.5588663800987,1.38530788206468e-54,4.1048500263744e-53
"GUL01G000259",124.527418874353,-1.54397824409243,0.65029966785971,-2.37425654725309,0.0175843279822576,0.0401834334101972
"GUL01G000269",22.5159230419882,-6.08330259988525,2.21860491205123,-2.7419494867434,0.00610757332200464,0.0157226667917615
"GUL01G000309",26.6451328764318,-6.3124582975325,2.55417207439854,-2.47143031622839,0.0134573775701947,0.0317582480987282
"GUL01G000322",9.55901174501758,-5.65390334411786,2.42275698042699,-2.33366507239261,0.0196132663396249,0.0442103370610193
"GUL01G000324",319.9690448436,-3.00783567145526,0.439664636248292,-6.8412044623863,7.85300767368321e-12,5.72907187025748e-11
"GUL01G000326",252.661480261207,-2.22638413498391,0.521763275529389,-4.26703878827996,1.98084729098025e-05,7.85507281345651e-05
"GUL01G000333",15.5872661942146,-8.23899827352813,2.98974743019861,-2.75575059963537,0.00585576279941768,0.0151279118289407
"GUL01G000334",490.669331567998,-2.41287864632127,0.235864329563023,-10.2299429964316,1.45605059468248e-24,1.98470515262704e-23
"GUL01G000338",16.1463034841801,-7.36873513037175,2.11685075873166,-3.48098943677391,0.00049956519249084,0.00159968837519916
"GUL01G000341",36.4974206827551,-6.39765424309299,1.68209855478773,-3.80337657676683,0.000142737123772969,0.000499725498453994
"GUL01G000362",79.7778415846652,-2.76267848285614,0.848023272756495,-3.25778616178312,0.0011228498355848,0.00337079380373996
"GUL01G000369",144.09426810269,-2.18838101106518,0.512504386381055,-4.26997518307693,1.95494718851449e-05,7.76133089165566e-05
"GUL01G000375",108.080755834154,-4.28419138609422,0.869085071990134,-4.92954202548178,8.24226045240071e-07,3.84975239906009e-06
"GUL01G000376",1014.24963436397,-3.87770300791226,0.344961534558039,-11.2409721648541,2.56541500557344e-29,4.12371157183514e-28
"GUL01G000377",43.2710033928064,-3.79818774742004,1.35572783424913,-2.80158572500185,0.00508521286005526,0.0132940049399563
"GUL01G000378",343.653670233038,-3.13035328928317,0.346440998162573,-9.03574722935709,1.62885738203324e-19,1.81891597340339e-18
"GUL01G000386",71.9153850004456,-5.83590585647035,0.751917558892979,-7.76136397860205,8.40208008107187e-15,7.36899220541015e-14
"GUL01G000394",15935.3281734073,-3.31634022449232,0.066844692016889,-49.6126188097989,0,0
"GUL01G000403",29.5028902509409,-3.26631813538615,1.40532261821926,-2.324247893715,0.0201122117361366,0.0451824399580348
"GUL01G000404",213.120276635517,-3.96557507622673,0.480174434190655,-8.25861352429311,1.47374258921155e-16,1.43092962268052e-15
"GUL01G000405",81.2946233563643,-3.83102849527184,0.721296243232584,-5.31131075645505,1.08839554183428e-07,5.62478134748808e-07
"GUL01G000408",3712.38069004901,-4.06846063869368,0.123414230499386,-32.9658956040238,2.50410820300516e-238,3.83288052397561e-236
"GUL01G000410",224.618099433088,-3.05637662675305,0.683858162652919,-4.46931365840004,7.84709880229357e-06,3.27840110079828e-05
"GUL01G000411",169.745885713093,-2.22138844544868,0.784646938412123,-2.83106749889838,0.00463929294041235,0.0122418852147852
"GUL01G000412",278.870380334381,-2.28280806854653,0.506568909541464,-4.50641171526473,6.59330991450871e-06,2.7846015914861e-05
"GUL01G000413",152.316909032481,-3.02265635692027,0.622149620919116,-4.85840745583808,1.18333695714648e-06,5.43115093785012e-06
"GUL01G000415",48.5243127415114,-2.86642698358476,1.24159163517814,-2.3086713073526,0.0209618276962936,0.0468110474277141
"GUL01G000417",345.577050359918,-2.9958577407063,0.326568589859025,-9.1737473649856,4.56854926817087e-20,5.25044512020154e-19
"GUL01G000418",136.39065762133,-3.68687244339624,0.850256850506768,-4.33618669605402,1.44975820872165e-05,5.84941899156985e-05
"GUL01G000431",206.541080052868,-6.18570530730387,1.05217426583055,-5.87897414733013,4.12816832852588e-09,2.45372280739068e-08
"GUL01G000436",1239.40763495419,-3.5888836022694,0.291902274688421,-12.2948120431751,9.65811525823472e-35,1.8146533836641e-33
"GUL01G000439",87.887974526031,-2.95885420541603,0.701005586595053,-4.22087107720193,2.43360095396625e-05,9.53715990292938e-05
"GUL01G000457",24.4571443928277,-6.06376450323902,2.36457507192097,-2.56442037947767,0.010334828794312,0.0251321868808046
"GUL01G000463",88.7802308679078,-3.71176438239236,0.637349880325234,-5.82374688844105,5.75427043540223e-09,3.37105979603001e-08
"GUL01G000464",318.620692799212,-3.68056001943462,0.538973640477957,-6.82883121365774,8.56092246607048e-12,6.23227893917418e-11
"GUL01G000468",66.9880279683502,-2.29680916781479,0.816577669235542,-2.81272591003499,0.00491235036449058,0.0128916338985555
"GUL01G000469",286.046423668765,-3.62436152048673,0.456250341451833,-7.94380012725834,1.96079455635641e-15,1.78755136509108e-14
"GUL01G000471",312.488817752731,-3.35061437101091,0.305042689070937,-10.9840835104615,4.55841682584414e-28,7.04911935275807e-27
"GUL01G000472",262.674014419638,-4.40558179179185,0.538525068851591,-8.18082954092887,2.81896442122625e-16,2.70105797474036e-15
"GUL01G000503",358.819425135651,5.15673480725425,1.27459079119369,4.04579637863603,5.2145545078153e-05,0.000194703168703091
"GUL01G000509",5.58996490838446,5.8549366100398,2.55515654327651,2.29141992315349,0.0219391383738822,0.0487534154117592
"GUL01G000611",1207.74679587846,2.68365537143998,0.313777676667744,8.55272879810911,1.20212118382561e-17,1.22615340273826e-16
"GUL01G000619",21.5775619010823,-8.91326412670895,2.46466068732949,-3.61642646086373,0.000298698124791578,0.000994047173087719
"GUL01G000655",1030.89009879675,1.07464067863399,0.281091591307375,3.82309792205368,0.000131785412187981,0.000463883878759245
"GUL01G000664",281.065635891944,-1.29576005033978,0.438432453448163,-2.95543826682752,0.0031222517426061,0.00854176134182231
"GUL01G000716",11.3316586566386,7.76977665988072,2.95927628981575,2.62556648955697,0.00865049120821441,0.0214596835165273
"GUL01G000720",581.310480905059,-1.83001854093293,0.468892962915309,-3.9028492335541,9.50669242266349e-05,0.000341436744296856
"GUL01G000721",5894.24382012195,-1.06913936928637,0.136076959619915,-7.85687284807543,3.93842290769828e-15,3.54207488379107e-14
"GUL01G000736",3022.70031519836,-2.15441927558377,0.117134301955843,-18.3927273190729,1.50229161195754e-75,6.40098754023967e-74
"GUL01G000738",215.919386728639,-1.30704622351198,0.382674978255529,-3.41555183323015,0.000636529137708059,0.00200136487089656
"GUL01G000741",15295.8485323561,4.75206061218768,0.0931201525134429,51.0314951589203,0,0
"GUL01G000786",2202.69021276484,1.42784998153386,0.298642963435989,4.78112715299218,1.74315058454775e-06,7.84597334655686e-06
"GUL01G000791",1300.31764316891,-1.19117894645742,0.197701360304512,-6.02514289543932,1.689602787703e-09,1.03394052944463e-08
"GUL01G000793",32.6837492163732,-9.08898725298851,2.50754306761972,-3.62465848357939,0.000289343545601707,0.000965188054463442
"GUL01G000819",835.298619032932,4.53300339663204,0.323756859242745,14.0012582505111,1.53135289458758e-44,3.6873688787409e-43
"GUL01G000820",141.723137009664,-4.45497412560401,0.972093330119292,-4.58286667295342,4.58644492153364e-06,1.97309090421366e-05
"GUL01G000825",6220.53630584296,3.5892251798561,0.0910944403360295,39.401144203929,0,0
"GUL01G000827",16.0688832110423,8.31571746895497,2.77396780312219,2.99777000280802,0.00271962833076179,0.00755204395846275
"GUL01G000831",15.0177050304231,-7.87914644003591,2.21005292594597,-3.56513925414858,0.00036366305073284,0.0011929804738312
"GUL01G000881",2481.72991381016,-2.85769709645785,0.223952409817386,-12.7602873252762,2.73191539847288e-37,5.50760561583068e-36
"GUL01G000900",270.045331193035,-1.92482915933463,0.472558836563569,-4.07320530355948,4.6370514506453e-05,0.000174495746023265
"GUL01G000905",58.3682089963345,3.20837969783526,0.95759751451927,3.35044697713728,0.000806812540962431,0.00249498290720219
"GUL01G000910",2510.33629637514,-5.29488383318663,0.333655566303367,-15.8693106542464,1.03369964227318e-56,3.20113867312716e-55
"GUL01G000922",119.135441217399,-2.33691602232382,0.646746497354807,-3.61334159810962,0.000302276048298577,0.00100511909736587
"GUL01G000923",241.659523697752,-2.47455166434038,0.800027015848198,-3.09308512752763,0.00198087304736188,0.00565806832252813
"GUL01G000925",1017.90148691506,-1.94234350305948,0.273067510777244,-7.11305236397731,1.13504189091471e-12,8.77612344934726e-12
"GUL01G000930",27953.1469501277,-4.23372891993365,0.0969813378095304,-43.6550888609994,0,0
"GUL01G000934",4232.80824275776,1.31193616873219,0.212230287478071,6.1816632504338,6.34297194800122e-10,4.00915199585527e-09
"GUL01G000937",435.429854073225,-3.0299014723246,0.753585154649213,-4.02064909802396,5.80380022623621e-05,0.000214769207324734
"GUL01G000944",878.957857881236,4.81400636593483,0.525483165997185,9.16110482207267,5.13686687896378e-20,5.88108851683557e-19
"GUL01G000948",254.557563662927,3.35359915570264,0.926490846286779,3.61967867156303,0.000294969080238351,0.000982725907002331
"GUL01G000949",1904.67170802736,1.72216203475906,0.245341963081454,7.01943529402386,2.22766750917827e-12,1.68448955044251e-11
"GUL01G000954",647.886677661298,3.03671842575042,0.514069946545877,5.90720863212223,3.47952982912756e-09,2.0789801423114e-08
"GUL01G000963",15.3131482240842,6.68085021894703,2.7843307803144,2.39944559252139,0.0164199197654493,0.0378827853190777
"GUL01G000981",516.935752492562,-1.05532557044046,0.354548287587129,-2.97653551684725,0.00291525312811222,0.00803803233656381
"GUL01G000985",492.149132652401,-1.16349583631161,0.341534254074277,-3.4066739204981,0.000657596389804241,0.00206355430182629
"GUL01G001035",177.933116068718,-4.47221406426236,0.673375321175392,-6.64148792452923,3.10532197527064e-11,2.17499249162718e-10
"GUL01G001050",1184.40343529352,-1.61113325116369,0.204284776012986,-7.886702487616,3.10275926686023e-15,2.80520722129112e-14
"GUL01G001051",1623.34642566801,2.09909118546737,0.855439933755332,2.45381481812812,0.014134975128396,0.0331813604874948
"GUL01G001068",1997.70592804393,1.73501128749302,0.156039147893539,11.1190769170104,1.01314789969803e-28,1.59652178214055e-27
"GUL01G001113",441.339782541341,4.00769422424975,0.347352058279199,11.5378450443164,8.50287281367725e-31,1.42889885724111e-29
"GUL01G001124",14.5949022703456,-7.37928970773738,2.56447134178352,-2.877509133171,0.00400828307138836,0.0107049400409573
"GUL01G001126",1208.16124885006,1.63090382969925,0.3330397464428,4.89702459576957,9.72986637578098e-07,4.51212695631788e-06
"GUL01G001130",53.9480277961764,-10.224131651036,1.90010053130975,-5.38083721495961,7.41402156834861e-08,3.89860727153141e-07
"GUL01G001160",974.655880522103,2.35247416617928,0.270702563968132,8.69025446857688,3.61628562703445e-18,3.77838956101152e-17
"GUL01G001165",1933.04689245287,1.18557561642455,0.196232713030606,6.04168182824662,1.52515999626771e-09,9.37129119670399e-09
"GUL01G001168",2075.43861590661,1.722999958261,0.19635534328031,8.7749074177284,1.71044526229252e-18,1.82033195202059e-17
"GUL01G001172",16.2408524060042,15.9024481828175,3.59652375527991,4.42161633423713,9.7965295242596e-06,4.04432917020241e-05
"GUL01G001183",187.906319687188,-3.36458158618281,0.925574331067479,-3.63512845294919,0.000277842161970664,0.000928884946343494
"GUL01G001184",97.4690579198381,-11.0863399583374,1.47629055015791,-7.50959217150823,5.93118462784972e-14,4.9680131680675e-13
"GUL01G001185",53.1601710794526,-10.2141415824268,1.73448635315888,-5.88885670032777,3.88876449273758e-09,2.31715595152434e-08
"GUL01G001191",52.16781951608,-6.27788745960561,1.630589268127,-3.85007284318557,0.000118082700906838,0.000418408343481601
"GUL01G001192",1093.37218954254,-1.3572394770192,0.248599468442373,-5.45954295688214,4.77361831798437e-08,2.55945608655695e-07
"GUL01G001198",12.6599341265188,-5.24378502477578,2.22379398956884,-2.35803543375548,0.0183719392194228,0.0417332518557472
"GUL01G001205",4668.40558331533,-4.90962692253165,0.21677488952205,-22.6485038620317,1.44329210420886e-113,9.52850344951734e-112
"GUL01G001207",146.46818545151,-2.1096405934866,0.651041501331425,-3.2404087745132,0.00119358457142561,0.00356798492796726
"GUL01G001220",121.647363134901,6.03999715916964,1.64675624297442,3.66781494525263,0.000244632129852607,0.000824394154044034
"GUL01G001221",286.95415558526,-1.26007258204242,0.303391579382317,-4.15328792120016,3.27731951066886e-05,0.00012591549918152
"GUL01G001223",59.5025507164039,-2.43340646391813,0.913323875399725,-2.66434123694963,0.00771392689037874,0.0194128575874638
"GUL01G001278",66.6177269856942,-3.87780024158024,1.13206361767023,-3.42542608123093,0.000613835940511671,0.00193609285817509
"GUL01G001283",247.738017777961,-1.42358989865326,0.620792826735973,-2.29318032899681,0.0218376251659949,0.0485502794304768
"GUL01G001301",3438.64131153045,2.74212382838946,0.20277556866247,13.5229497640017,1.14491286197244e-41,2.57375126155844e-40
"GUL01G001302",18.7198408612828,8.53602995979661,2.60134973591474,3.28138498332097,0.00103298644524895,0.00312090737563207
"GUL01G001333",1496.70920409175,-2.05695721558997,0.206711695783792,-9.95085066566052,2.50036655916608e-23,3.27445824432262e-22
"GUL01G001342",136.811961253187,-3.71726870405937,0.797263237567669,-4.66253619745494,3.12336128101016e-06,1.36642080728118e-05
"GUL01G001343",304.79614371773,1.46794618702528,0.433678211295426,3.38487419656253,0.000712108834683461,0.00222329315399224
"GUL01G001354",433.527974335762,-4.40113221803435,0.562351332902241,-7.82630352331616,5.02423508993582e-15,4.48504433307012e-14
"GUL01G001362",351.973777092426,-1.30652702600201,0.366133801072961,-3.56844143363222,0.000359111102730903,0.00117877324268902
"GUL01G001363",1418.76251482568,1.59828966016661,0.306641207149562,5.21224683082813,1.86567083045788e-07,9.38537486429417e-07
"GUL01G001364",937.530161726975,1.13768669681725,0.348274157731768,3.26664115484981,0.00108831536613602,0.0032740744321
"GUL01G001367",1915.24346198079,-5.4948640206456,0.286302269217157,-19.1925269599516,4.27345713337088e-82,1.97491246869299e-80
"GUL01G001369",1222.62751485529,-1.48898046359589,0.271223198564401,-5.48987133651232,4.02226635714775e-08,2.17113842831576e-07
"GUL01G001380",2463.52166441657,3.35845657145818,0.152820810653609,21.9764347348649,4.84012767718532e-107,2.99005419564114e-105
"GUL01G001381",255.876332398158,1.28558290884279,0.498002508789409,2.58147878003247,0.00983780391755737,0.0240476315677776
"GUL01G001393",688.921851055172,-2.14086970461834,0.322144649488249,-6.64567829395667,3.01823852435438e-11,2.11584859914703e-10
"GUL01G001394",7215.5865128644,1.41830191418412,0.0830782597169516,17.0718779981223,2.40342731331664e-65,8.63329772291662e-64
"GUL01G001397",2018.21747283944,-1.0949575420464,0.201191522271651,-5.44236421934309,5.25780345132737e-08,2.80716006973668e-07
"GUL01G001398",636.252824014717,-2.92228004437525,0.65177779547671,-4.48355262277368,7.34104885325132e-06,3.08090717765425e-05
"GUL01G001400",18.1190350477781,6.02724696240482,2.32622422449303,2.59099999860004,0.00956974919041479,0.0234855640109128
"GUL01G001402",1774.25980608602,-1.15130992654122,0.188558589767479,-6.10584714258291,1.02256838532629e-09,6.3595602659876e-09
"GUL01G001406",767.04402518423,-1.29750495414638,0.214690825586561,-6.04359758085351,1.50715150890003e-09,9.27011976206207e-09
"GUL01G001407",227.088213898651,2.38333744350131,0.545931191694001,4.36563706152404,1.26752791999799e-05,5.14439510985843e-05
"GUL01G001418",1538.75090186903,1.01627111699943,0.152437149902525,6.66682050700422,2.6140446309083e-11,1.84001483671228e-10
"GUL01G001422",90.9053844793069,6.6178847937545,1.34463325157788,4.92170246867587,8.57945798474794e-07,3.99869966701857e-06
"GUL01G001426",156.911363381559,2.50505605900771,0.798001225129055,3.13916317434549,0.00169431072346365,0.00491501460593374
"GUL01G001438",156.64324981227,-2.05312331875258,0.717435980953419,-2.86175125482852,0.00421307418558864,0.011200839224901
"GUL01G001446",15.2257281448568,6.9347088129914,2.4565783045914,2.82291380658629,0.00475893639260922,0.012527330534647
"GUL01G001450",288.469346816801,4.11226566658372,1.01363890395351,4.05693353969009,4.97212230047792e-05,0.000186258879193741
"GUL01G001453",368.676203698011,-1.23208599037264,0.311981162411685,-3.9492320012155,7.84023353571228e-05,0.000284949564574564
"GUL01G001455",69.502926103433,7.17983520020842,1.40898603180437,5.09574618778427,3.47370272223835e-07,1.69357983603388e-06
"GUL01G001456",68.6404018118544,-3.40050899659356,0.857575501289281,-3.96525902556828,7.33162873197017e-05,0.000267273012830666
"GUL01G001457",11941.2589057267,-1.61291850650965,0.0678134661607799,-23.7846344955375,4.81688048613503e-125,3.61732671757221e-123
"GUL01G001459",643.176577602163,-1.63234258886578,0.265344518272138,-6.15178560874448,7.66154015648843e-10,4.81345023530911e-09
"GUL01G001465",4264.82815231737,3.603158667885,0.12682222032326,28.4110990857976,1.47473681441763e-177,1.64071298089213e-175
"GUL01G001466",14.5140315936828,7.32938822581861,2.67831850998904,2.73656333198721,0.00620846431699775,0.0159465162464486
"GUL01G001469",2809.67883424347,4.59824899325978,0.179306135096678,25.6446829930303,4.84677306841645e-145,4.28208836790867e-143
"GUL01G001470",2368.69741202373,-2.26440113487034,0.139491439132457,-16.2332624063053,2.93440038762509e-59,9.50358163275184e-58
"GUL01G001473",605.900744786873,-1.39484909610045,0.431071323125045,-3.23577334253764,0.00121313671566321,0.00362417807236483
"GUL01G001476",488.336021739711,1.25560732814836,0.402849882151731,3.11681195347959,0.00182818145052077,0.00525766257030453
"GUL01G001482",9031.60687562894,5.91318665304052,0.125893593455631,46.9697185593844,0,0
"GUL01G001488",166.711472812512,11.4816844379604,1.55417179757442,7.38765460541728,1.49441323251474e-13,1.22693011242097e-12
"GUL01G001490",978.841253847143,3.94898541044436,0.327434278843339,12.0603909413338,1.7096942488059e-33,3.10080471645695e-32
"GUL01G001500",19.0772509682055,4.86165072043547,1.86137567557081,2.61185895154916,0.00900513984005276,0.0222636332815131
"GUL01G001505",547.734992254203,-1.28008465661453,0.427403670595697,-2.99502494873383,0.00274422394856156,0.00761242591572005
"GUL01G001510",3913.47982992007,2.10388524502113,0.124905394218761,16.8438301498521,1.16449076940437e-63,4.06152070820848e-62
"GUL01G001511",269.918139659176,-1.51651387399205,0.404009444915158,-3.75365945791322,0.000174271584131472,0.000601626266091569
"GUL01G001513",1584.09200712481,-1.50727634142447,0.185472567405683,-8.12668074048714,4.41205433504683e-16,4.1791910810213e-15
"GUL01G001516",140.197839321951,2.0882283461604,0.744390175698555,2.80528735377352,0.00502717401326644,0.0131584815066775
"GUL01G001517",10.2577184395397,6.30176984762547,2.65001769606222,2.37801047781287,0.0174063313091065,0.0398410846451223
"GUL01G001527",397.889526329024,-1.73591302339621,0.399618893162985,-4.34392130376134,1.39961671033241e-05,5.65842288453315e-05
"GUL01G001528",212.339890505848,-2.10793823257059,0.574434496542891,-3.66958851750158,0.000242941205903686,0.000819270294565181
"GUL01G001530",885.040465896994,1.34651379903836,0.276641163523117,4.86736601990122,1.13095452984718e-06,5.20152503478612e-06
"GUL01G001537",2407.66080083794,4.70731926687343,0.198264630950385,23.7426072633773,1.3099945542727e-124,9.71619726349608e-123
"GUL01G001544",6245.32596368784,-2.12434333932648,0.0812018404769574,-26.1612708141671,7.33587334844965e-151,6.80650086627774e-149
"GUL01G001547",978.345379035649,-2.05646829620332,0.221173247555349,-9.29799747000903,1.43115641723073e-20,1.68176625244361e-19
"GUL01G001558",16.0201714798216,5.58963711997122,2.34524105350897,2.38339556251924,0.0171537510207709,0.039334140341617
"GUL01G001559",258.896805508727,8.05465699559715,1.10885559295288,7.2639368433428,3.75983610441368e-13,3.00474298055089e-12
"GUL01G001566",3953.62831576578,1.9708741403826,0.117799139290148,16.7308025530492,7.81777425492451e-63,2.67619562849132e-61
"GUL01G001583",260.759573716458,-3.22479477248295,0.330996709960796,-9.74267923347305,1.98257013797695e-22,2.52251774374623e-21
"GUL01G001584",512.83695231842,-5.22235103230507,0.587093832517452,-8.89525786689273,5.82838030971573e-19,6.34050734372017e-18
"GUL01G001594",482.785154661717,-1.3444775529159,0.399258344817497,-3.36743757611496,0.000758702005587807,0.00235651646584989
"GUL01G001595",123.912371129742,8.66027676287072,1.20479627779122,7.18816693121581,6.56669472947489e-13,5.16037413485974e-12
"GUL01G001605",143.126200616641,-2.61308716447741,0.800990605198891,-3.26231936743948,0.00110504572262367,0.00331900434450311
"GUL01G001607",401.912713448266,1.0896259942229,0.345608138816612,3.15277874518192,0.00161724334675078,0.00471078483221429
"GUL01G001610",45.4115291079453,7.81462391376697,1.7574380468432,4.44659994006844,8.72400894977751e-06,3.62209155273157e-05
"GUL01G001611",4764.10135264474,-2.61383040651288,0.185757985022726,-14.0711604197962,5.71242929515791e-45,1.38942700801559e-43
"GUL01G001612",6174.74505680695,3.47166975165779,0.105743156014429,32.8311531687597,2.11631832794121e-236,3.1785778586722e-234
"GUL01G001620",7838.64280798448,4.45450262358825,0.129202589878446,34.4768833796525,1.78150847217343e-260,3.10227754310143e-258
"GUL01G001621",970.697804957867,6.22012179594564,0.383394001920651,16.2238370052356,3.42136702875116e-59,1.10360900762307e-57
"GUL01G001622",1348.08168877263,-1.15127884049547,0.29275826409652,-3.93252379757214,8.40586551121285e-05,0.00030412234240105
"GUL01G001635",163.775112668894,-1.76836235781091,0.504115373241977,-3.50785247122803,0.000451739488564087,0.00145891031443134
"GUL01G001636",3209.28383636247,1.20443207780181,0.14567370434692,8.26801297599648,1.36210071156373e-16,1.32735775343017e-15
"GUL01G001641",197.242134161753,3.11103216954583,0.821569788570549,3.78669251574929,0.000152665824161552,0.000531928725594645
"GUL01G001645",62.2196259269417,9.9994976580566,1.87996921675834,5.31896882614859,1.04357012404634e-07,5.40474863167189e-07
"GUL01G001651",502.112443494514,2.27553318287883,0.323129835002986,7.04216366420576,1.89277311125069e-12,1.43986168523157e-11
"GUL01G001663",10.3007424978394,7.49644952061416,3.06164015546975,2.44850770826919,0.0143449360527749,0.0336020234217989
